"activity.name" "subject" "tBodyAcc.mean...X" "tBodyAcc.mean...Y" "tBodyAcc.mean...Z" "tBodyAcc.std...X" "tBodyAcc.std...Y" "tBodyAcc.std...Z" "tGravityAcc.mean...X" "tGravityAcc.mean...Y" "tGravityAcc.mean...Z" "tGravityAcc.std...X" "tGravityAcc.std...Y" "tGravityAcc.std...Z" "tBodyAccJerk.mean...X" "tBodyAccJerk.mean...Y" "tBodyAccJerk.mean...Z" "tBodyAccJerk.std...X" "tBodyAccJerk.std...Y" "tBodyAccJerk.std...Z" "tBodyGyro.mean...X" "tBodyGyro.mean...Y" "tBodyGyro.mean...Z" "tBodyGyro.std...X" "tBodyGyro.std...Y" "tBodyGyro.std...Z" "tBodyGyroJerk.mean...X" "tBodyGyroJerk.mean...Y" "tBodyGyroJerk.mean...Z" "tBodyGyroJerk.std...X" "tBodyGyroJerk.std...Y" "tBodyGyroJerk.std...Z" "tBodyAccMag.mean.." "tBodyAccMag.std.." "tGravityAccMag.mean.." "tGravityAccMag.std.." "tBodyAccJerkMag.mean.." "tBodyAccJerkMag.std.." "tBodyGyroMag.mean.." "tBodyGyroMag.std.." "tBodyGyroJerkMag.mean.." "tBodyGyroJerkMag.std.." "fBodyAcc.mean...X" "fBodyAcc.mean...Y" "fBodyAcc.mean...Z" "fBodyAcc.std...X" "fBodyAcc.std...Y" "fBodyAcc.std...Z" "fBodyAcc.meanFreq...X" "fBodyAcc.meanFreq...Y" "fBodyAcc.meanFreq...Z" "fBodyAccJerk.mean...X" "fBodyAccJerk.mean...Y" "fBodyAccJerk.mean...Z" "fBodyAccJerk.std...X" "fBodyAccJerk.std...Y" "fBodyAccJerk.std...Z" "fBodyAccJerk.meanFreq...X" "fBodyAccJerk.meanFreq...Y" "fBodyAccJerk.meanFreq...Z" "fBodyGyro.mean...X" "fBodyGyro.mean...Y" "fBodyGyro.mean...Z" "fBodyGyro.std...X" "fBodyGyro.std...Y" "fBodyGyro.std...Z" "fBodyGyro.meanFreq...X" "fBodyGyro.meanFreq...Y" "fBodyGyro.meanFreq...Z" "fBodyAccMag.mean.." "fBodyAccMag.std.." "fBodyAccMag.meanFreq.." "fBodyBodyAccJerkMag.mean.." "fBodyBodyAccJerkMag.std.." "fBodyBodyAccJerkMag.meanFreq.." "fBodyBodyGyroMag.mean.." "fBodyBodyGyroMag.std.." "fBodyBodyGyroMag.meanFreq.." "fBodyBodyGyroJerkMag.mean.." "fBodyBodyGyroJerkMag.std.." "fBodyBodyGyroJerkMag.meanFreq.."
NA 5 0.279177960331126 -0.0154833458278146 -0.105661736721854 -0.507691011390728 -0.402724906092715 -0.646443640165563 0.698153719072848 0.112313109735099 0.0921607198013245 -0.964629108807947 -0.93997377794702 -0.94207867884106 0.0841019902649007 0.0017656832781457 -0.00295371135761589 -0.575890535695364 -0.506544358609271 -0.78456199486755 -0.0294516874172185 -0.0774316448013245 0.0866267121854305 -0.709955676986755 -0.705638306688742 -0.606589817417219 -0.103522877483444 -0.0490624524503311 -0.0506258162251656 -0.662581310331126 -0.774114270364238 -0.564680771324503 -0.460866415629139 -0.521623451754967 -0.460866415629139 -0.521623451754967 -0.58931387 -0.589031268245033 -0.602770284801325 -0.664078383543046 -0.707383517582782 -0.734187493344371 -0.551237705099338 -0.440232431821192 -0.696171811490066 -0.492829885695364 -0.422162171059603 -0.649351210761589 -0.22637069 0.0748636861589404 0.00626631768211921 -0.604769869437086 -0.550991969900662 -0.768762357980132 -0.584013626986755 -0.491500434304636 -0.798835563807947 -0.102920845 -0.274290922483444 -0.163706246357616 -0.632239300860927 -0.71706218781457 -0.537329127284768 -0.73573857718543 -0.702290390960265 -0.669353687483444 -0.0381646987417219 -0.0720666008278146 0.0744028986423841 -0.52850302281457 -0.594259529801324 0.0781455594039735 -0.573176177086093 -0.613485123609272 0.13161929884106 -0.677355755695364 -0.715731148145695 0.0622191138741722 -0.748829309536424 -0.735610602483444 0.0307564556622517
NA 6 0.272376614184615 -0.0175697047076923 -0.115994541446154 -0.505086085169231 -0.368403670123077 -0.672512004615385 0.688702063569231 0.0162055455692308 0.0475199992 -0.958898709015385 -0.9509348864 -0.937910223507692 0.0813833605846154 0.0004792812 -0.00225896316923077 -0.531468310215385 -0.454437496892308 -0.7389552076 -0.0433611788 -0.0706129101230769 0.0973130299076923 -0.653800660061538 -0.626252072615385 -0.599910232830769 -0.0829159966461538 -0.0454921008615385 -0.0533610326153846 -0.546009968430769 -0.677635980584615 -0.526908306369231 -0.464770006923077 -0.483790606338462 -0.464770006923077 -0.483790606338462 -0.551413652461539 -0.502935062369231 -0.549494852030769 -0.579837818123077 -0.621936158584615 -0.644474485446154 -0.506174926246154 -0.392041410061538 -0.683725944984615 -0.506680276523077 -0.396677793815385 -0.694365207230769 -0.191537066830769 0.0590114879076923 0.113046089323077 -0.549394273784615 -0.503558973630769 -0.720867157753846 -0.555346159415385 -0.437837459292308 -0.755751144123077 -0.0956140260615385 -0.305422668430769 -0.100682390676923 -0.537201442092308 -0.621188724861538 -0.507604207538462 -0.692862440030769 -0.633236229784615 -0.673020314830769 0.0289087193846154 -0.0427900205846154 0.1010447836 -0.473974924430769 -0.57091029 0.102346682153846 -0.494882316246154 -0.516711262184615 0.0831165454769231 -0.579130051107692 -0.657368673907692 0.104193397569231 -0.651886909169231 -0.660175875230769 0.0818176228615385
NA 7 0.270211697824675 -0.018790489025974 -0.112492375519481 -0.57751832474026 -0.546403365324675 -0.456473642207792 0.681289120844156 -0.0420221452922078 0.0342160712662338 -0.956538178571429 -0.955312554090909 -0.923304724090909 0.0831829573051948 0.00760909772727273 -0.00791725720779221 -0.615131377435065 -0.622997416233766 -0.664336860616883 -0.0518716932792208 -0.064607711461039 0.0977671725649351 -0.687155474090909 -0.65240865788961 -0.663340760324675 -0.0942037377922078 -0.041440141038961 -0.0610307932792208 -0.701731200551948 -0.674920114967532 -0.750808705584416 -0.511312036753247 -0.510669879188312 -0.511312036753247 -0.510669879188312 -0.622815767727273 -0.550560230649351 -0.581899897987013 -0.598670795811688 -0.713191348344156 -0.658017844902597 -0.593011288636364 -0.56354778525974 -0.531005941493506 -0.572347541428571 -0.567046977272727 -0.460792123246753 -0.311790512337662 -0.0300713296428571 0.0146620853246753 -0.63752194025974 -0.641687333766234 -0.642515716558442 -0.626785744512987 -0.628531630681818 -0.684856438961039 -0.119784300032468 -0.239501714025974 -0.220260860909091 -0.643767578506493 -0.630419275032468 -0.655083354902597 -0.703883646883117 -0.671161922824675 -0.698949518928571 -0.13449177262987 -0.10388451461039 -0.086341238474026 -0.518323878766234 -0.583819796038961 -0.010687374512987 -0.553360009675325 -0.550683254902597 0.108695730519481 -0.628877272857143 -0.650923648214286 -0.035227633538961 -0.668879188214286 -0.668963362402597 0.0631920437012987
NA 8 0.270759063309609 -0.0181894977224199 -0.106809623807829 -0.582958863096085 -0.349383731992883 -0.499472687935943 0.647498175409253 0.030321111316726 0.0836542407117438 -0.954256666049822 -0.948446450462633 -0.923180663629893 0.0842157455871886 0.000860301708185054 -0.0196719912099644 -0.575993073950178 -0.45872492519573 -0.668356784697509 0.00359053896797153 -0.0910775103202847 0.0640867612811388 -0.65621924227758 -0.570941237046263 -0.511392038078292 -0.104969855551601 -0.0400922244483986 -0.0582887151601423 -0.67498445227758 -0.683086930284697 -0.695970301779359 -0.468522592811388 -0.554038979288256 -0.468522592811388 -0.554038979288256 -0.53424861658363 -0.564471999893238 -0.476214943736655 -0.581422885338078 -0.673625525622776 -0.715838385516014 -0.581831414661922 -0.374944236156584 -0.550979388718861 -0.585343460604982 -0.378656458967972 -0.513206313096085 -0.216022261672598 0.0263297522419929 0.0913951981850534 -0.591635009145907 -0.495906215658363 -0.644285802455516 -0.598546245160142 -0.456368395907473 -0.691480916903915 0.0212336768683274 -0.169061574448399 -0.0826086102846975 -0.601382421316726 -0.575938482775801 -0.525562919074733 -0.675275353060498 -0.573087292099644 -0.553968587864769 -0.117102793807829 -0.153879695765125 -0.0430258806761566 -0.512106792989324 -0.651638076263345 0.146541439608541 -0.529244911174377 -0.618027414911032 0.271528870284698 -0.60998428911032 -0.636673891174377 -0.0232241527046263 -0.702156215480427 -0.7557173 0.223748693345196
NA 9 0.270313841631944 -0.0209466561458333 -0.101233826423611 -0.555656544513889 -0.575887895208333 -0.506111776180556 0.670845545555556 -0.0467446997569444 0.104353653125 -0.958784666180556 -0.949938115208333 -0.9205543178125 0.0840171432638889 0.00678485850694444 -0.00102998072916667 -0.578305161319444 -0.678923872291667 -0.721610094583333 -0.0701318154861111 -0.0729884315972222 0.109092913402778 -0.676452392569444 -0.670498220694444 -0.587557692256944 -0.0892254931944444 -0.0397344425 -0.0534028844791667 -0.7617108665625 -0.773273878854167 -0.744656038298611 -0.505183470555556 -0.553038255347222 -0.505183470555556 -0.553038255347222 -0.621608245104167 -0.608862145381944 -0.550201866631944 -0.663198385034722 -0.7629795809375 -0.786176892048611 -0.579258404375 -0.610267804131944 -0.592119122847222 -0.547995744895833 -0.586766083263889 -0.501074006840278 -0.291349229722222 -0.0879003297569445 -0.0304334228125 -0.621377141284722 -0.699766614583333 -0.702931927986111 -0.572819893680556 -0.679065855 -0.739139922708333 -0.219176266215278 -0.2961077440625 -0.290292303090278 -0.639863219548611 -0.683924287604167 -0.612680463194444 -0.690689895555556 -0.667203220798611 -0.619468634166667 -0.205909254583333 -0.240880440381944 -0.196153280798611 -0.553186448263889 -0.624456827083333 -0.00358269125 -0.609193721979167 -0.611619343194444 0.0983598302777778 -0.700863097986111 -0.697729432604167 -0.108828634548611 -0.786473954201389 -0.801296292638889 0.0927763738194445
NA 10 0.276848473911565 -0.0178357908843537 -0.111301532278912 -0.537807711156463 -0.497405885646258 -0.614776952278912 0.642905730306122 -0.0740248543877551 0.0552047230952381 -0.965808126428571 -0.95452407255102 -0.938706428061225 0.0798108614965986 0.0129143260884354 -0.0113556967346939 -0.529383214183674 -0.540236619217687 -0.750729260782313 -0.0185023697278912 -0.0846403674829932 0.0910265014965986 -0.673905582210884 -0.591333155238095 -0.598142328605442 -0.108150830068027 -0.0424219987755102 -0.0555521280272109 -0.703243499727891 -0.768641779047619 -0.686800252755102 -0.50250020707483 -0.545348810680272 -0.50250020707483 -0.545348810680272 -0.577761931326531 -0.529340480136054 -0.521819802312925 -0.624408369319728 -0.734465805340136 -0.768821828979592 -0.53228946452381 -0.494651474319728 -0.655062273231293 -0.541170169013605 -0.532135172857143 -0.62587177207483 -0.156150832108844 0.0948129951020408 0.150687015646258 -0.547243039829932 -0.555104553605442 -0.721689700782313 -0.553403478707483 -0.556271725544218 -0.77916817122449 -0.0313012983333333 -0.148940675986395 0.0112385059863946 -0.620379208911565 -0.648350595442177 -0.567456661802721 -0.692654261904762 -0.565943677857143 -0.64594772047619 -0.0663150946598639 -0.0881515906462585 -0.0500743539455782 -0.518734047040816 -0.633196110952381 0.173253569319728 -0.51514081085034 -0.55302735962585 0.163072697959184 -0.661496552823129 -0.666014612619048 0.0120855941156463 -0.767780095068027 -0.787144257176871 0.153580253741497
NA 11 0.276585311424051 -0.0191272534177215 -0.108941761803797 -0.58947649778481 -0.490379347056962 -0.665324314240506 0.730526184936709 0.0527387028481013 0.140209861455696 -0.975394457689873 -0.957138770727848 -0.956812000411392 0.0830134542088608 0.00780442553797468 -0.00657424984177215 -0.659323083164557 -0.608784226708861 -0.842511816044304 -0.0547328444936709 -0.0582275773101266 0.0872841096202532 -0.739922126613924 -0.703501766487342 -0.725016008797468 -0.0805473310443038 -0.049391406835443 -0.048014016835443 -0.781738140601266 -0.868377254082279 -0.795490882468354 -0.542825032816456 -0.612882270949367 -0.542825032816456 -0.612882270949367 -0.679819504525316 -0.664241760411392 -0.628367851075949 -0.696771378955696 -0.826829028481013 -0.866905012626582 -0.61952402835443 -0.531455265759494 -0.750026145791139 -0.579491754810127 -0.502570240506329 -0.65209567113924 -0.224360420759494 0.0318551462974684 0.0502783009810127 -0.676672987183544 -0.632374688575949 -0.825559590221519 -0.672195644367089 -0.609444998291139 -0.858259630601266 -0.0874254925632911 -0.242572597120253 -0.0992296316455696 -0.709949332120253 -0.776852868955696 -0.708842979272152 -0.751758277183544 -0.67089271306962 -0.75596062835443 -0.111874925 -0.181778028164557 -0.0810951668037975 -0.611528074335443 -0.674470159082278 0.127250350221519 -0.656133473291139 -0.676925075886076 0.158363551867089 -0.757585939588608 -0.711267219651899 -0.109781793291139 -0.864827011392405 -0.879254016740506 0.117892113449367
NA 12 0.27360872421875 -0.01833720490625 -0.10664911696875 -0.58396220709375 -0.52204002346875 -0.699293531375 0.6992224513125 0.029976775625 0.0330295541875 -0.96738343446875 -0.9605729084375 -0.9468085636875 0.07043031153125 0.005311537875 0.0003081124375 -0.58241826759375 -0.571359817 -0.79262193625 -0.06286634740625 -0.059202733625 0.096074215 -0.72788170496875 -0.73506282621875 -0.67105767853125 -0.07311343784375 -0.04367882375 -0.05745850428125 -0.7097261495 -0.8112325993125 -0.74935186025 -0.5595865456875 -0.5743864944375 -0.5595865456875 -0.5743864944375 -0.6300504918125 -0.566365683625 -0.63166805896875 -0.68485805678125 -0.77729447821875 -0.7863865328125 -0.57892021090625 -0.52328707884375 -0.7266403145 -0.5869225778125 -0.553076639125 -0.709983235125 -0.18373821634375 0.0444598424375 0.06891098665625 -0.599109317875 -0.5912964230625 -0.7754265825625 -0.6029600634375 -0.57916805359375 -0.80858300040625 -0.04661986421875 -0.20469417021875 -0.09756402 -0.6612468260625 -0.74479814778125 -0.657369914625 -0.7503938583125 -0.7334567315 -0.70823315425 -0.08434982946875 -0.10730987146875 -0.06484939159375 -0.55928367753125 -0.65053328159375 0.07559265778125 -0.56423919425 -0.571614888125 0.1263236121875 -0.71731167675 -0.7194380658125 -0.04553571696875 -0.78990285096875 -0.7973614576875 0.07058736090625
NA 13 0.275895876207951 -0.0176504801223242 -0.109135285657492 -0.624844460152905 -0.448816097859327 -0.58723056235474 0.709996516880734 -0.0420858101223242 0.04430105382263 -0.967268063455658 -0.953540716850153 -0.938727880275229 0.079439303853211 0.00387961957186544 -0.0123485922324159 -0.63888953266055 -0.569700547584098 -0.728452966299694 -0.0562470621712538 -0.0616613791743119 0.0988660598470948 -0.71510985969419 -0.645728612110092 -0.643337285076453 -0.0881182382262997 -0.0440836610091743 -0.0582718748623853 -0.715772980244648 -0.718988591834862 -0.712716428501529 -0.539871637217125 -0.597230982079511 -0.539871637217125 -0.597230982079511 -0.625466938899083 -0.610248540366973 -0.581215403211009 -0.636364939510703 -0.712745036024465 -0.712056186697248 -0.638817912629969 -0.493467193058104 -0.629736258746177 -0.620602036452599 -0.462584458623853 -0.599036895229358 -0.222056646666667 -0.0348311463914373 0.0487260272477064 -0.660082174097859 -0.603340489938838 -0.710831730397554 -0.649606227461774 -0.562129866941896 -0.744823539571865 -0.024196182293578 -0.238328546666667 -0.120605488103976 -0.658642421406728 -0.647152817859327 -0.620471226513762 -0.734657989021407 -0.65062355883792 -0.685774481529052 -0.11264546941896 -0.0806130191131498 -0.00505036972477064 -0.589928108623853 -0.665344858593272 0.0849475684097859 -0.607295296422018 -0.617075472996942 0.18286125 -0.652225306544343 -0.691915161345566 0.0625891806727829 -0.712054366544343 -0.733183567706422 0.157417463425076
NA 14 0.270184596006192 -0.0162548181733746 -0.100985935758514 -0.611671118204334 -0.374730765201238 -0.293542714674923 0.672081224891641 -0.11170138873065 -0.161179728266254 -0.941245714736842 -0.942377305325077 -0.915927846160991 0.074175747120743 0.00443682718266254 -0.00253044721362229 -0.641964198606811 -0.586459622786378 -0.656855586130031 0.000253671176470589 -0.0954921156965944 0.0606712449226006 -0.728661379349845 -0.398959362755418 -0.36447819247678 -0.107556127337461 -0.0433200494117647 -0.0450693839318885 -0.7862917325387 -0.697915531424149 -0.638299064767802 -0.453262620340557 -0.474058613343653 -0.453262620340557 -0.474058613343653 -0.608973420309598 -0.605144269814242 -0.416459776780186 -0.471486714674923 -0.700520939907121 -0.727023009380805 -0.619513271919505 -0.455237616965944 -0.440650672291022 -0.609406374055728 -0.376829989535604 -0.275013722105263 -0.319171141609907 -0.153083508142415 -0.107844299659443 -0.654385009380805 -0.598699531362229 -0.618712162198142 -0.661460356965944 -0.602158943869969 -0.694424996470588 -0.148657336718266 -0.305355379287926 -0.239200679845201 -0.699166400804954 -0.504633170278638 -0.423918214365325 -0.740052209845201 -0.348864187275542 -0.407672097120743 -0.241341060804954 -0.345434763219814 -0.21281847498452 -0.490874179814241 -0.548269930681115 -0.0600681272755418 -0.596896308885449 -0.619215144489164 0.137239545572755 -0.543030529009288 -0.516930495882353 -0.138544755479876 -0.717590101826625 -0.760560087956656 0.0907579517027864
NA 15 0.278213407256098 -0.0164644851219512 -0.11256358777439 -0.556541173079268 -0.481679537896341 -0.705706623871951 0.68887251152439 0.102660491890244 0.0372897704268293 -0.968733398628049 -0.956369493993902 -0.947240058048781 0.0776897414939024 0.00489392091463415 -0.00440993198170732 -0.624055782073171 -0.594312677987805 -0.825820881585366 -0.0281278782621951 -0.0758788457317073 0.0906658518597561 -0.69685947304878 -0.708779069237805 -0.721826987530488 -0.0960910109756098 -0.0441270694207317 -0.055564545945122 -0.731382711036585 -0.853956592073171 -0.795626198384146 -0.527285352073171 -0.557147874207317 -0.527285352073171 -0.557147874207317 -0.654799694817073 -0.62566037652439 -0.617721779817073 -0.675336960030488 -0.805282669512195 -0.837120078079268 -0.583772317408537 -0.507735205884146 -0.741745724695122 -0.547150855518293 -0.501568435182927 -0.711431340365854 -0.218637119908537 0.0505085374085366 0.0424519595121951 -0.643469519359756 -0.609408057408537 -0.805543465579268 -0.637655155091463 -0.605854882743902 -0.845111060762195 -0.0490273566158537 -0.197408729695122 -0.0737834468292683 -0.664354428841463 -0.760711411006098 -0.711194539908537 -0.709336168201219 -0.684504735731707 -0.751696527195122 -0.143256673993902 -0.222137469146341 -0.0579760578353659 -0.562948391219512 -0.623655618170732 0.061427918902439 -0.614817605091463 -0.643101167042683 0.15840421804878 -0.732394493841463 -0.69534683972561 -0.149680864573171 -0.83680189402439 -0.849634463841463 0.0955564232317073
NA 16 0.277887440382514 -0.0158567890983607 -0.107263924480874 -0.668161498278689 -0.649947067923497 -0.603819902404372 0.700906130273224 -0.0605235993169399 0.040207553579235 -0.971156432131148 -0.964727519945355 -0.94529402863388 0.0775488889617486 0.00884018357923497 -0.00143730005464481 -0.72786174352459 -0.735080198060109 -0.767873049371585 -0.0122341450819672 -0.0724444806010929 0.0730144654644809 -0.799534450491803 -0.810124133715847 -0.737629967978142 -0.107361614699454 -0.0416615671857924 -0.0539470415027322 -0.858298719153005 -0.86957312057377 -0.837039926065574 -0.616131116885246 -0.661719690546448 -0.616131116885246 -0.661719690546448 -0.725246870546448 -0.719647028224044 -0.718168775628415 -0.78482286579235 -0.860446372459016 -0.87480016568306 -0.70088514726776 -0.671572147076503 -0.660989948169399 -0.656969045 -0.661844530546448 -0.605646725300546 -0.238570460327869 -0.0276434720218579 0.0278234634699454 -0.744662041639344 -0.748627001530055 -0.752302172076503 -0.734776736639344 -0.738434398114754 -0.782089515355191 -0.031888911010929 -0.194511969016393 -0.17059244215847 -0.78978014704918 -0.815962130027322 -0.756286641721311 -0.804991831502732 -0.809421448142077 -0.756993640710383 -0.137899091174863 -0.158018408825137 -0.0538946292896175 -0.666962508224044 -0.712680990737705 0.0558668214754098 -0.713167613797814 -0.729869398770492 0.22168363226776 -0.81712881920765 -0.802078223415301 -0.0501221340710383 -0.87277228273224 -0.886533212213115 0.153211239508197
NA 17 0.274029548070652 -0.0175416047282609 -0.109199853423913 -0.608455243994565 -0.567005319456522 -0.660582755652174 0.69893741138587 -0.0137346982608696 -0.0177042430163043 -0.971771652907609 -0.958810046467391 -0.949039213831522 0.0814060568478261 0.00848949701086956 0.00270288013586957 -0.682603096168478 -0.668693821005435 -0.813339560652174 -0.0146686177173913 -0.0827109267663043 0.0770250647826087 -0.759011119945652 -0.764867040625 -0.720741038695652 -0.10785417111413 -0.0391719450271739 -0.05084965125 -0.788387981630435 -0.825988662771739 -0.808251302907609 -0.568367244157609 -0.636074477690217 -0.568367244157609 -0.636074477690217 -0.696465197228261 -0.693946394701087 -0.67618512326087 -0.750145260978261 -0.810438232853261 -0.825255969701087 -0.651780423777174 -0.601741376358696 -0.718947424918478 -0.593510173396739 -0.57693005611413 -0.656622932038043 -0.226292383478261 0.0052999291576087 0.00755635809782609 -0.716681622663043 -0.694754837798913 -0.802528785896739 -0.676544940951087 -0.663158393369565 -0.822801747581522 -0.0799059757880435 -0.161634762934783 -0.162384817608696 -0.728710411168478 -0.774745258994565 -0.726857840652174 -0.770057225706522 -0.761335243695652 -0.745101477934783 -0.0811027582336957 -0.106778297907609 -0.0322664580163044 -0.646189154755435 -0.687536943206522 0.0355324408695652 -0.697575559021739 -0.692595779021739 0.216394127880435 -0.769498551467391 -0.782232494673913 0.00488337133152174 -0.829124468315217 -0.833701023152174 0.232792536195652
NA 18 0.276324152142857 -0.0172831550824176 -0.108112251236264 -0.694616884972527 -0.627117507307692 -0.701596039615385 0.716863248351648 -0.0157819961813187 0.0899901746978022 -0.980138675796703 -0.969542030412088 -0.959434177692308 0.0774809219505495 0.0128850451373626 0.000848545027472528 -0.734644450054945 -0.732969175274725 -0.847257765851648 -0.0373993802472527 -0.0678200107417582 0.090840286978022 -0.804533729038462 -0.777361713653846 -0.745612483131868 -0.0944029586538462 -0.0441691868131868 -0.0568482568956044 -0.842893477884615 -0.884050472967033 -0.83861466293956 -0.658370952115385 -0.689671890357143 -0.658370952115385 -0.689671890357143 -0.753904676895604 -0.74521281271978 -0.714735668626374 -0.775779058763736 -0.859899942335165 -0.88856533728022 -0.714227764615385 -0.663659666593407 -0.761229192087912 -0.687850549203297 -0.632838237994505 -0.694874090521978 -0.210288060054945 0.0142017940659341 0.0023794571978022 -0.750020077252747 -0.744113444532967 -0.833032083021978 -0.742517893708791 -0.739197834642857 -0.860168954615385 -0.0691387921428571 -0.211800163571429 -0.123235903983516 -0.787757637527473 -0.816385880247253 -0.755926770686813 -0.812175241346154 -0.759665554340659 -0.766381665384615 -0.113596305934066 -0.245477245027473 -0.0890927881868132 -0.697732862197802 -0.733904051236264 0.0911071721978022 -0.742323821895604 -0.750189976318681 0.224596545549451 -0.816286626730769 -0.78977767456044 -0.0573696679945055 -0.88466302260989 -0.902206780604396 0.193231486758242
NA 19 0.269723487111111 -0.01820315175 -0.118277180194444 -0.574658922833333 -0.507035085055556 -0.649184726583333 0.475323016 0.0964052626666667 0.233011401166667 -0.958290447861111 -0.95925383425 -0.94180028475 0.0774171151388889 0.0115812424166667 -0.00186198847222222 -0.571088266083333 -0.5713111905 -0.705342976166667 -0.0385723955277778 -0.0681420605277778 0.0883609593333333 -0.637789914527778 -0.643866300583333 -0.645682212166667 -0.0895939426944444 -0.0383208738055556 -0.0569649448055556 -0.618836206583333 -0.725991380666667 -0.686684583777778 -0.531507362083333 -0.5995527675 -0.531507362083333 -0.5995527675 -0.576225247222222 -0.601918552861111 -0.548919668027778 -0.610093380777778 -0.683436541861111 -0.725598698833333 -0.587050355083333 -0.521888076694444 -0.647026298194444 -0.570897974861111 -0.530901584916667 -0.680291382666667 -0.212433282972222 0.0703873634444444 0.160383894 -0.593157169166667 -0.596694943916667 -0.680924493305556 -0.586910128916667 -0.572596722888889 -0.7285219015 0.00263882952777778 -0.160787596222222 0.002255799 -0.553089575916667 -0.641337299805556 -0.602625307777778 -0.666071315555556 -0.650105402333333 -0.694729075472222 -0.0321842608888889 -0.196297607055556 -0.0415013768055556 -0.556404445027778 -0.689860920138889 0.115775170638889 -0.576064647805556 -0.641089005833333 0.232074775055556 -0.636287999888889 -0.662325968111111 -0.0199336248611111 -0.719519008777778 -0.754223739416667 0.128629739333333
NA 20 0.268425757937853 -0.0175912998022599 -0.108029145960452 -0.604846694915254 -0.369336706497175 -0.634787346610169 0.628040637175141 -0.0373059476553672 0.107230759548023 -0.958201862627119 -0.952506793418079 -0.940981537514124 0.0798181256497175 0.00220928709039548 -0.00450611906779661 -0.627098830677966 -0.527174601553672 -0.747362572909605 -0.0242488814124294 -0.0789448421186441 0.0856280629378531 -0.684586332429378 -0.57367738299435 -0.527277970423729 -0.0949821792372881 -0.0414356125988701 -0.0543001278813559 -0.698354146016949 -0.684280685564972 -0.636715878644068 -0.517257429265537 -0.572325820367232 -0.517257429265537 -0.572325820367232 -0.619698756779661 -0.588644307570621 -0.516861235875706 -0.580023613531073 -0.684048497372881 -0.683503744576271 -0.612641113700565 -0.426398721977401 -0.665006945706215 -0.603148949152542 -0.381534028700565 -0.647515612485876 -0.228177936525424 -0.0114411447740113 0.0779615449435028 -0.652264226920904 -0.557791285903955 -0.732835648954802 -0.634710081186441 -0.525907610282486 -0.760509114745763 -0.0946565248870057 -0.295851375875706 -0.173772101129944 -0.626445370819209 -0.591039733474576 -0.518444509491525 -0.704481841242938 -0.567588605819209 -0.575002191214689 -0.152974668672316 -0.197281081440678 -0.138316973559322 -0.56027888940678 -0.648306198672316 0.0604926209039548 -0.584571446836158 -0.597351046779661 0.0872234701129943 -0.606970915112994 -0.635816314576271 -0.0676712910734463 -0.692638075819209 -0.694680032372881 0.050429144519774
NA 21 0.277466525514706 -0.0176664580392157 -0.108778480710784 -0.672323867377451 -0.565585190343137 -0.669621813186275 0.645775957794118 -0.0750963073284314 0.0321851774264706 -0.965586634460784 -0.969330818455882 -0.953093993308823 0.0822207875490196 0.00350107546568627 -0.0106590727205882 -0.699763344166667 -0.665159123186274 -0.781823901495098 -0.0276346641911765 -0.078471973872549 0.0861212671813725 -0.796172286911765 -0.765057760637255 -0.701642028529412 -0.100558317965686 -0.0408236145343137 -0.0533861051960784 -0.792483156715686 -0.815859336004902 -0.812017312181373 -0.620309259558824 -0.660196014485294 -0.620309259558824 -0.660196014485294 -0.703461275882353 -0.680069218946078 -0.693779224509804 -0.761303119656863 -0.807817403137255 -0.82408989995098 -0.693486097132353 -0.593778214093137 -0.707713798921569 -0.665349663455882 -0.578748586813726 -0.675588192769608 -0.230976168112745 0.0412761403676471 0.0495520453431373 -0.716414131544118 -0.67861511870098 -0.767351986568627 -0.709800728455882 -0.674102360686274 -0.794922813676471 0.0168697571323529 -0.161814485735294 -0.1128172225 -0.752040828651961 -0.759325714803922 -0.709471420465686 -0.811026710122549 -0.771388318823529 -0.728319304754902 -0.0890106576960784 -0.186457966421569 -0.0228851872303922 -0.658664719534314 -0.714345739215686 0.0846512607843137 -0.679742584803922 -0.68372512745098 0.244321861911765 -0.776473060171569 -0.79315852629902 -0.00571922632352941 -0.826275026053922 -0.834949863259804 0.205643655931373
